"region","avstånd från hållplats","bostadsbestånd","2014","2015","2016","2017","2018","2019","2020","2021"
"2181 Sandviken","inom 400 meter från hållplats","samtliga bostäder",15578,15629,15261,15318,15814,15922,15967,15958
"2182 Söderhamn","inom 400 meter från hållplats","samtliga bostäder",10703,10703,10705,10830,10825,10843,10821,10654
"2183 Bollnäs","inom 400 meter från hållplats","samtliga bostäder",9718,9720,9720,9748,9896,9850,9930,9705
"2184 Hudiksvall","inom 400 meter från hållplats","samtliga bostäder",12807,12835,12852,12895,13344,13722,13664,13663
"2260 Ånge","inom 400 meter från hållplats","samtliga bostäder",1121,1147,1211,1223,2860,3029,2881,2864
"2262 Timrå","inom 400 meter från hållplats","samtliga bostäder",4855,4056,4938,5097,5325,5771,5928,5876
"2280 Härnösand","inom 400 meter från hållplats","samtliga bostäder",10901,10918,10934,11054,11131,11136,11152,11161
"2281 Sundsvall","inom 400 meter från hållplats","samtliga bostäder",37460,36956,38927,39757,41015,41463,41809,42128
"2282 Kramfors","inom 400 meter från hållplats","samtliga bostäder",3338,4370,4377,5269,5441,5513,5424,5659
"2283 Sollefteå","inom 400 meter från hållplats","samtliga bostäder",5362,5744,5357,5403,5677,5681,5732,5701
"2284 Örnsköldsvik","inom 400 meter från hållplats","samtliga bostäder",17452,17807,16683,18315,18668,18774,18868,18767
"2303 Ragunda","inom 400 meter från hållplats","samtliga bostäder",705,705,695,705,1216,1223,1086,1076
"2305 Bräcke","inom 400 meter från hållplats","samtliga bostäder",1436,1436,1052,1066,1585,1205,1077,1108
"2309 Krokom","inom 400 meter från hållplats","samtliga bostäder",2710,2898,2985,2973,3426,3448,3475,3574
"2313 Strömsund","inom 400 meter från hållplats","samtliga bostäder",1293,1239,1251,1260,1981,1973,1962,2020
"2321 Åre","inom 400 meter från hållplats","samtliga bostäder",2387,2437,2903,3327,3964,4155,4260,4344
"2326 Berg","inom 400 meter från hållplats","samtliga bostäder",955,943,943,1043,1238,1261,1254,1259
"2361 Härjedalen","inom 400 meter från hållplats","samtliga bostäder",1322,1391,1254,1607,1997,2007,2154,2203
"2380 Östersund","inom 400 meter från hållplats","samtliga bostäder",29947,30086,30649,30912,31392,31754,32079,32130
"2401 Nordmaling","inom 400 meter från hållplats","samtliga bostäder",1476,1556,1572,1476,1784,1772,1750,1751
"2403 Bjurholm","inom 400 meter från hållplats","samtliga bostäder",230,273,239,241,241,241,241,246
"2404 Vindeln","inom 400 meter från hållplats","samtliga bostäder",911,806,908,923,999,1059,1180,1196
"2409 Robertsfors","inom 400 meter från hållplats","samtliga bostäder",721,851,837,856,931,935,943,1014
"2417 Norsjö","inom 400 meter från hållplats","samtliga bostäder",658,657,724,580,1032,1023,1028,1027
"2418 Malå","inom 400 meter från hållplats","samtliga bostäder",248,248,257,256,315,316,318,324
"2421 Storuman","inom 400 meter från hållplats","samtliga bostäder",677,1045,1011,1002,1405,1421,1454,1478
"2422 Sorsele","inom 400 meter från hållplats","samtliga bostäder",350,350,350,330,380,388,461,440
"2425 Dorotea","inom 400 meter från hållplats","samtliga bostäder",311,311,329,331,446,444,442,350
"2460 Vännäs","inom 400 meter från hållplats","samtliga bostäder",1323,1324,1380,2230,2501,2553,2552,2833
"2462 Vilhelmina","inom 400 meter från hållplats","samtliga bostäder",414,1092,1055,987,1024,1027,1019,1015
"2463 Åsele","inom 400 meter från hållplats","samtliga bostäder",334,334,357,352,349,349,338,338
"2480 Umeå","inom 400 meter från hållplats","samtliga bostäder",52940,53677,55072,56242,58562,59107,59760,60468
"2481 Lycksele","inom 400 meter från hållplats","samtliga bostäder",3041,1888,1896,1934,2523,2273,2528,2283
"2482 Skellefteå","inom 400 meter från hållplats","samtliga bostäder",12362,26146,26377,26599,26866,27053,27261,27466
"2505 Arvidsjaur","inom 400 meter från hållplats","samtliga bostäder",455,455,455,457,847,849,825,819
"2506 Arjeplog","inom 400 meter från hållplats","samtliga bostäder",311,311,339,335,333,336,334,334
"2510 Jokkmokk","inom 400 meter från hållplats","samtliga bostäder",844,844,765,783,839,837,835,789
"2513 Överkalix","inom 400 meter från hållplats","samtliga bostäder",203,203,203,201,386,553,393,388
"2514 Kalix","inom 400 meter från hållplats","samtliga bostäder",2452,2985,3201,3288,4173,4181,4145,4720
"2518 Övertorneå","inom 400 meter från hållplats","samtliga bostäder",286,286,294,298,474,479,479,482
"2521 Pajala","inom 400 meter från hållplats","samtliga bostäder",439,439,439,436,590,646,586,590
"2523 Gällivare","inom 400 meter från hållplats","samtliga bostäder",1984,2013,5175,5227,6435,6811,6183,6059
"2560 Älvsbyn","inom 400 meter från hållplats","samtliga bostäder",1347,1347,1527,1533,1737,1841,1813,1812
"2580 Luleå","inom 400 meter från hållplats","samtliga bostäder",32900,33109,33674,34237,35079,35856,35857,36512
"2581 Piteå","inom 400 meter från hållplats","samtliga bostäder",14032,14027,14537,14713,15507,15479,15622,15508
"2582 Boden","inom 400 meter från hållplats","samtliga bostäder",11132,11136,11066,11165,11792,12031,11904,11932
"2583 Haparanda","inom 400 meter från hållplats","samtliga bostäder",1327,1273,1603,1649,2285,2216,2220,2911
"2584 Kiruna","inom 400 meter från hållplats","samtliga bostäder",7084,7181,7318,7436,8134,8459,8472,8453
