"region","avstånd från hållplats","bostadsbestånd","2014","2015","2016","2017","2018","2019","2020","2021"
"0188 Norrtälje","inom 1000 meter från hållplats","samtliga bostäder",22230,22462,22772,23609,25840,26697,26778,27240
"0191 Sigtuna","inom 1000 meter från hållplats","samtliga bostäder",17361,17516,18048,18151,18453,18908,18965,19319
"0192 Nynäshamn","inom 1000 meter från hållplats","samtliga bostäder",11610,11694,11755,11876,12300,12409,12391,12847
"0305 Håbo","inom 1000 meter från hållplats","samtliga bostäder",7780,7805,7891,8041,8465,8673,8675,8981
"0319 Älvkarleby","inom 1000 meter från hållplats","samtliga bostäder",4130,4093,4096,4109,4272,4424,4513,4475
"0330 Knivsta","inom 1000 meter från hållplats","samtliga bostäder",5332,5471,5569,5819,6100,6123,6602,6882
"0331 Heby","inom 1000 meter från hållplats","samtliga bostäder",4771,4802,4808,4827,4955,5015,5039,5176
"0360 Tierp","inom 1000 meter från hållplats","samtliga bostäder",8210,7978,7994,8117,8145,8164,8304,8324
"0380 Uppsala","inom 1000 meter från hållplats","samtliga bostäder",95893,97587,99663,102744,106297,108489,110324,112624
"0381 Enköping","inom 1000 meter från hållplats","samtliga bostäder",14600,15043,15373,15621,16847,17546,17879,18148
"0382 Östhammar","inom 1000 meter från hållplats","samtliga bostäder",7776,7833,7841,7906,8098,8129,8119,8169
"0428 Vingåker","inom 1000 meter från hållplats","samtliga bostäder",3265,3272,3303,3346,3788,3752,3756,3789
"0461 Gnesta","inom 1000 meter från hållplats","samtliga bostäder",3844,3923,3924,3941,4153,4188,4245,4251
"0480 Nyköping","inom 1000 meter från hållplats","samtliga bostäder",23637,23864,23874,24066,24294,24935,25443,25696
"0481 Oxelösund","inom 1000 meter från hållplats","samtliga bostäder",5817,5819,5821,5832,5867,5899,5910,6003
"0482 Flen","inom 1000 meter från hållplats","samtliga bostäder",6922,6820,6822,6889,6869,6924,6933,6923
"0483 Katrineholm","inom 1000 meter från hållplats","samtliga bostäder",14210,14310,14334,14417,14738,14842,14931,15212
"0484 Eskilstuna","inom 1000 meter från hållplats","samtliga bostäder",45248,45552,45588,45746,46504,46829,47521,48530
"0486 Strängnäs","inom 1000 meter från hållplats","samtliga bostäder",13027,13185,13393,13585,13873,14210,14550,14530
"0488 Trosa","inom 1000 meter från hållplats","samtliga bostäder",4196,4273,4315,4409,4736,4913,4941,5005
"0509 Ödeshög","inom 1000 meter från hållplats","samtliga bostäder",1587,1588,1464,1540,1754,1756,1692,1690
"0512 Ydre","inom 1000 meter från hållplats","samtliga bostäder",875,876,876,873,877,881,881,885
"0513 Kinda","inom 1000 meter från hållplats","samtliga bostäder",3342,3337,3297,3330,3342,3376,3378,3345
"0560 Boxholm","inom 1000 meter från hållplats","samtliga bostäder",1889,1884,1892,1916,1911,1914,1921,1911
"0561 Åtvidaberg","inom 1000 meter från hållplats","samtliga bostäder",4254,4195,4172,4365,4608,4630,4631,4717
"0562 Finspång","inom 1000 meter från hållplats","samtliga bostäder",9154,9164,9171,9240,9839,9814,9839,9834
"0563 Valdemarsvik","inom 1000 meter från hållplats","samtliga bostäder",2665,2665,2665,2678,3019,3018,2973,2975
"0580 Linköping","inom 1000 meter från hållplats","samtliga bostäder",69696,70458,71284,74141,76443,77575,78785,80291
"0581 Norrköping","inom 1000 meter från hållplats","samtliga bostäder",60990,61753,62525,63260,64478,65178,65507,66587
"0582 Söderköping","inom 1000 meter från hållplats","samtliga bostäder",4506,4537,4606,4632,4686,4596,4672,4715
"0583 Motala","inom 1000 meter från hållplats","samtliga bostäder",18715,18890,18682,18835,19127,19244,19385,19525
"0584 Vadstena","inom 1000 meter från hållplats","samtliga bostäder",3275,3279,3207,3232,3240,3270,3301,3330
"0586 Mjölby","inom 1000 meter från hållplats","samtliga bostäder",10568,10589,10596,10714,10765,10841,10866,10941
"0604 Aneby","inom 1000 meter från hållplats","samtliga bostäder",1943,1943,2017,2045,2001,2017,2035,2039
"0617 Gnosjö","inom 1000 meter från hållplats","samtliga bostäder",2579,2580,2583,2626,2782,2793,3117,2952
"0642 Mullsjö","inom 1000 meter från hållplats","samtliga bostäder",2808,2819,2828,2897,2900,2930,2742,2743
"0643 Habo","inom 1000 meter från hållplats","samtliga bostäder",3884,3898,3977,4031,4075,4086,3995,4169
"0662 Gislaved","inom 1000 meter från hållplats","samtliga bostäder",10832,10791,10829,10804,10945,10988,10930,11009
"0665 Vaggeryd","inom 1000 meter från hållplats","samtliga bostäder",4433,4379,4389,4444,4497,4724,4723,4737
"0680 Jönköping","inom 1000 meter från hållplats","samtliga bostäder",59614,59892,60751,61921,62611,63694,64493,65528
"0682 Nässjö","inom 1000 meter från hållplats","samtliga bostäder",12356,12671,12673,12833,13148,13258,13177,13450
"0683 Värnamo","inom 1000 meter från hållplats","samtliga bostäder",12254,12676,12843,13097,13708,13794,13467,13783
"0684 Sävsjö","inom 1000 meter från hållplats","samtliga bostäder",3992,4012,3974,4069,4103,4192,4218,4266
"0685 Vetlanda","inom 1000 meter från hållplats","samtliga bostäder",9488,9282,9744,10224,10759,10653,9917,10526
"0686 Eksjö","inom 1000 meter från hållplats","samtliga bostäder",7231,7247,7195,7308,7479,7556,7607,7651
"0687 Tranås","inom 1000 meter från hållplats","samtliga bostäder",7517,7523,7526,7561,7578,7691,7397,7546
"0760 Uppvidinge","inom 1000 meter från hållplats","samtliga bostäder",3711,3711,3711,3815,3867,3906,3852,3881
"0761 Lessebo","inom 1000 meter från hållplats","samtliga bostäder",3207,3209,3209,3527,3559,3558,3579,3652
"0763 Tingsryd","inom 1000 meter från hållplats","samtliga bostäder",4565,4623,4649,4695,4708,4712,4721,4701
"0764 Alvesta","inom 1000 meter från hållplats","samtliga bostäder",6464,6498,6608,6642,6978,7037,7097,7080
"0765 Älmhult","inom 1000 meter från hållplats","samtliga bostäder",5097,5366,5181,4986,5817,5939,6086,6197
"0767 Markaryd","inom 1000 meter från hållplats","samtliga bostäder",3703,3701,3702,3802,3819,3838,3869,3892
"0780 Växjö","inom 1000 meter från hållplats","samtliga bostäder",38698,38994,39366,40203,42463,43082,43512,44397
"0781 Ljungby","inom 1000 meter från hållplats","samtliga bostäder",9624,9908,9921,10068,10217,10300,10342,10475
"0821 Högsby","inom 1000 meter från hållplats","samtliga bostäder",2106,2106,2106,2257,2322,2320,2322,2313
"0834 Torsås","inom 1000 meter från hållplats","samtliga bostäder",2172,2172,2173,2181,2177,2180,2191,2175
"0840 Mörbylånga","inom 1000 meter från hållplats","samtliga bostäder",5178,5260,5392,4723,5061,5162,5262,5335
"0860 Hultsfred","inom 1000 meter från hållplats","samtliga bostäder",5321,5801,5815,5811,5806,6274,5927,5812
"0861 Mönsterås","inom 1000 meter från hållplats","samtliga bostäder",4975,4977,4996,5053,5327,5365,5376,5403
"0862 Emmaboda","inom 1000 meter från hållplats","samtliga bostäder",2591,2591,2387,2401,2397,2409,2409,2437
"0880 Kalmar","inom 1000 meter från hållplats","samtliga bostäder",29774,30111,30234,30826,31659,32939,33323,33905
"0881 Nybro","inom 1000 meter från hållplats","samtliga bostäder",6911,7063,6999,7046,7397,7850,7601,7709
"0882 Oskarshamn","inom 1000 meter från hållplats","samtliga bostäder",11742,11749,11756,11897,12056,12162,12251,12308
"0883 Västervik","inom 1000 meter från hållplats","samtliga bostäder",15504,15309,15350,15447,15705,15741,15629,15685
"0884 Vimmerby","inom 1000 meter från hållplats","samtliga bostäder",5559,5577,5577,5608,5768,5777,5739,5788
"0885 Borgholm","inom 1000 meter från hållplats","samtliga bostäder",2637,2673,2964,2833,3183,2989,3304,3029
"0980 Gotland","inom 1000 meter från hållplats","samtliga bostäder",19205,19497,20051,20401,21599,22001,22491,22608
"1060 Olofström","inom 1000 meter från hållplats","samtliga bostäder",5586,5522,5471,5487,5029,5057,5098,5701
"1080 Karlskrona","inom 1000 meter från hållplats","samtliga bostäder",26573,26720,26542,27631,28131,27979,28479,28771
"1081 Ronneby","inom 1000 meter från hållplats","samtliga bostäder",10321,10545,10354,10366,10904,10979,11031,11083
"1082 Karlshamn","inom 1000 meter från hållplats","samtliga bostäder",13654,13670,13870,14074,14155,14180,14219,14235
"1083 Sölvesborg","inom 1000 meter från hållplats","samtliga bostäder",6928,7045,7146,7064,6999,6913,6968,6982
"1214 Svalöv","inom 1000 meter från hållplats","samtliga bostäder",4473,4559,4566,4684,4741,4675,4736,4749
"1230 Staffanstorp","inom 1000 meter från hållplats","samtliga bostäder",8759,8801,8962,9134,9289,9613,9838,9960
"1231 Burlöv","inom 1000 meter från hållplats","samtliga bostäder",7218,7227,7257,7386,7505,7867,8336,8372
"1233 Vellinge","inom 1000 meter från hållplats","samtliga bostäder",12493,12669,12863,13189,13354,13253,13376,13743
"1256 Östra Göinge","inom 1000 meter från hållplats","samtliga bostäder",5072,5038,5038,5105,5129,5160,5158,5113
"1257 Örkelljunga","inom 1000 meter från hållplats","samtliga bostäder",3412,3426,3440,3471,3563,3587,3617,3652
"1260 Bjuv","inom 1000 meter från hållplats","samtliga bostäder",5976,5978,5983,5988,6022,6061,6064,6022
"1261 Kävlinge","inom 1000 meter från hållplats","samtliga bostäder",9902,10198,10132,10262,10403,10508,10625,10865
"1262 Lomma","inom 1000 meter från hållplats","samtliga bostäder",9112,9183,9316,9531,9742,9780,9814,9816
"1263 Svedala","inom 1000 meter från hållplats","samtliga bostäder",6991,7031,7044,7262,7408,7597,7679,7814
"1264 Skurup","inom 1000 meter från hållplats","samtliga bostäder",4969,4979,5347,5401,5471,5573,5713,5911
"1265 Sjöbo","inom 1000 meter från hållplats","samtliga bostäder",5448,6526,6282,6382,6432,6466,6466,6476
"1266 Hörby","inom 1000 meter från hållplats","samtliga bostäder",4364,4536,4539,4592,4781,4641,4677,4753
"1267 Höör","inom 1000 meter från hållplats","samtliga bostäder",5421,5651,5624,5658,5701,5760,5646,5920
"1270 Tomelilla","inom 1000 meter från hållplats","samtliga bostäder",3902,4376,3936,4065,4529,4623,4666,4729
"1272 Bromölla","inom 1000 meter från hållplats","samtliga bostäder",4756,4756,4794,4882,4964,4993,4987,4986
"1273 Osby","inom 1000 meter från hållplats","samtliga bostäder",3988,4630,4634,4691,4752,4787,4774,4120
"1275 Perstorp","inom 1000 meter från hållplats","samtliga bostäder",2033,2033,2034,2084,2095,2092,2079,2120
"1276 Klippan","inom 1000 meter från hållplats","samtliga bostäder",5360,5374,5376,5463,5499,5509,5574,5610
"1277 Åstorp","inom 1000 meter från hållplats","samtliga bostäder",5705,5706,5711,5745,5822,5832,5995,5840
"1278 Båstad","inom 1000 meter från hållplats","samtliga bostäder",5409,5477,5276,5888,6037,6190,6309,6318
"1280 Malmö","inom 1000 meter från hållplats","samtliga bostäder",153367,154686,156268,160315,164152,167034,170574,173283
"1281 Lund","inom 1000 meter från hållplats","samtliga bostäder",57022,57634,58238,59347,59890,62439,62713,63865
"1282 Landskrona","inom 1000 meter från hållplats","samtliga bostäder",18880,19043,19133,19299,19480,19553,19611,20188
"1283 Helsingborg","inom 1000 meter från hållplats","samtliga bostäder",64107,64353,65568,67413,68689,69283,69610,70464
"1284 Höganäs","inom 1000 meter från hållplats","samtliga bostäder",11095,11130,11202,11262,11440,11466,11680,11605
"1285 Eslöv","inom 1000 meter från hållplats","samtliga bostäder",12339,12485,12658,12773,12910,13019,13317,13354
"1286 Ystad","inom 1000 meter från hållplats","samtliga bostäder",12790,13076,12831,13070,13224,13393,13668,14053
"1287 Trelleborg","inom 1000 meter från hållplats","samtliga bostäder",17618,17780,18011,18359,18981,19107,19174,19516
"1290 Kristianstad","inom 1000 meter från hållplats","samtliga bostäder",32823,33094,33501,33845,34061,34698,34900,35209
"1291 Simrishamn","inom 1000 meter från hållplats","samtliga bostäder",7706,8689,8249,8272,8765,8803,8844,8953
"1292 Ängelholm","inom 1000 meter från hållplats","samtliga bostäder",16761,16854,16960,17160,17650,18038,18340,18645
"1293 Hässleholm","inom 1000 meter från hållplats","samtliga bostäder",18045,18636,18640,18701,18785,18990,19256,19204
"1315 Hylte","inom 1000 meter från hållplats","samtliga bostäder",3325,3329,3328,3268,3474,3501,3525,3506
"1380 Halmstad","inom 1000 meter från hållplats","samtliga bostäder",43519,43830,44169,45219,45808,46367,47246,47675
"1381 Laholm","inom 1000 meter från hållplats","samtliga bostäder",8173,8186,8210,8350,8830,8985,9149,9454
"1382 Falkenberg","inom 1000 meter från hållplats","samtliga bostäder",16662,16728,16883,17137,17694,18141,18403,18840
"1383 Varberg","inom 1000 meter från hållplats","samtliga bostäder",23168,23121,23795,24189,25129,25636,26146,26878
"1384 Kungsbacka","inom 1000 meter från hållplats","samtliga bostäder",26714,27112,27676,28314,29386,29363,30155,30048
"1401 Härryda","inom 1000 meter från hållplats","samtliga bostäder",12994,13107,13210,13513,13598,13756,14131,14544
"1402 Partille","inom 1000 meter från hållplats","samtliga bostäder",14807,14931,15033,15339,15917,16025,16049,16045
"1407 Öckerö","inom 1000 meter från hållplats","samtliga bostäder",4610,4634,4664,4752,4747,5109,5131,5128
"1415 Stenungsund","inom 1000 meter från hållplats","samtliga bostäder",9351,9499,9505,9750,9820,10028,10259,10465
"1419 Tjörn","inom 1000 meter från hållplats","samtliga bostäder",5830,5843,5841,6288,6494,6574,6703,6715
"1421 Orust","inom 1000 meter från hållplats","samtliga bostäder",5325,5352,5374,5390,5586,5674,5735,5701
"1427 Sotenäs","inom 1000 meter från hållplats","samtliga bostäder",4036,4042,4157,4440,4584,4679,4686,4734
"1430 Munkedal","inom 1000 meter från hållplats","samtliga bostäder",3528,3543,3569,3570,3566,3593,3609,3621
"1435 Tanum","inom 1000 meter från hållplats","samtliga bostäder",3260,3266,3364,3366,3677,3801,3821,3941
"1438 Dals-Ed","inom 1000 meter från hållplats","samtliga bostäder",1462,1465,1621,1721,1737,1854,1734,1731
"1439 Färgelanda","inom 1000 meter från hållplats","samtliga bostäder",2289,2289,2289,2293,2292,2287,2291,2287
"1440 Ale","inom 1000 meter från hållplats","samtliga bostäder",11083,11375,11547,12087,12249,12456,12578,12771
"1441 Lerum","inom 1000 meter från hållplats","samtliga bostäder",14402,14501,14845,15321,15609,15864,15966,16004
"1442 Vårgårda","inom 1000 meter från hållplats","samtliga bostäder",3242,3270,3362,3527,3562,3613,3637,3676
"1443 Bollebygd","inom 1000 meter från hållplats","samtliga bostäder",2239,2313,2379,2437,2445,2488,2509,2541
"1444 Grästorp","inom 1000 meter från hållplats","samtliga bostäder",1545,1572,1575,1590,1664,1669,1777,1552
"1445 Essunga","inom 1000 meter från hållplats","samtliga bostäder",1431,1357,1431,1542,1830,1873,1896,1894
"1446 Karlsborg","inom 1000 meter från hållplats","samtliga bostäder",3046,3063,3118,3131,3195,3205,3204,3199
"1447 Gullspång","inom 1000 meter från hållplats","samtliga bostäder",1904,1905,1905,2047,2226,2235,2230,2232
"1452 Tranemo","inom 1000 meter från hållplats","samtliga bostäder",3461,3480,3503,3512,4177,4209,3945,4286
"1460 Bengtsfors","inom 1000 meter från hållplats","samtliga bostäder",3131,3133,3149,3156,4028,4056,4028,4008
"1461 Mellerud","inom 1000 meter från hållplats","samtliga bostäder",2303,2261,2305,2278,2503,2560,2612,2609
"1462 Lilla Edet","inom 1000 meter från hållplats","samtliga bostäder",4940,4945,4993,5053,5146,5146,5190,5207
"1463 Mark","inom 1000 meter från hållplats","samtliga bostäder",11194,11299,11527,11616,11732,11715,11788,11894
"1465 Svenljunga","inom 1000 meter från hållplats","samtliga bostäder",3371,3373,3398,3457,3566,3617,3562,3575
"1466 Herrljunga","inom 1000 meter från hållplats","samtliga bostäder",2661,2665,2563,2579,2601,2618,2371,3043
"1470 Vara","inom 1000 meter från hållplats","samtliga bostäder",4231,4235,4235,4236,4798,4726,4788,4904
"1471 Götene","inom 1000 meter från hållplats","samtliga bostäder",4178,4180,4180,4216,4271,4279,4260,4265
"1472 Tibro","inom 1000 meter från hållplats","samtliga bostäder",4119,4129,4134,4183,4269,4275,4288,3223
"1473 Töreboda","inom 1000 meter från hållplats","samtliga bostäder",3192,3209,3213,3302,3301,3392,3395,3380
"1480 Göteborg","inom 1000 meter från hållplats","samtliga bostäder",266443,268919,270955,274470,278223,281960,286928,292232
"1481 Mölndal","inom 1000 meter från hållplats","samtliga bostäder",27388,27595,28192,29379,30062,30358,30810,30940
"1482 Kungälv","inom 1000 meter från hållplats","samtliga bostäder",16143,16327,16423,16725,17521,17995,18536,18729
"1484 Lysekil","inom 1000 meter från hållplats","samtliga bostäder",6751,6758,6774,6778,6888,6861,6945,6953
"1485 Uddevalla","inom 1000 meter från hållplats","samtliga bostäder",23552,23833,24042,24341,24778,24978,25094,25204
"1486 Strömstad","inom 1000 meter från hållplats","samtliga bostäder",4827,4896,4983,4982,5292,5401,5515,5409
"1487 Vänersborg","inom 1000 meter från hållplats","samtliga bostäder",15607,15653,15687,15968,16049,16202,16435,16664
"1488 Trollhättan","inom 1000 meter från hållplats","samtliga bostäder",25780,25943,26105,26697,26763,27235,27454,27548
"1489 Alingsås","inom 1000 meter från hållplats","samtliga bostäder",16025,16164,16417,16715,16969,17316,17648,17864
"1490 Borås","inom 1000 meter från hållplats","samtliga bostäder",48265,48285,48376,48991,49534,49940,50204,50553
"1491 Ulricehamn","inom 1000 meter från hållplats","samtliga bostäder",8429,8533,8708,8841,8903,8935,9049,9156
"1492 Åmål","inom 1000 meter från hållplats","samtliga bostäder",5433,5400,5431,5495,5669,5657,5681,5672
"1493 Mariestad","inom 1000 meter från hållplats","samtliga bostäder",9982,9952,10012,10160,10295,10376,10411,11040
"1494 Lidköping","inom 1000 meter från hållplats","samtliga bostäder",15976,16070,16270,16376,16731,16781,16818,16923
"1495 Skara","inom 1000 meter från hållplats","samtliga bostäder",7575,7771,7808,7734,7823,7842,7856,7852
"1496 Skövde","inom 1000 meter från hållplats","samtliga bostäder",24162,24300,24431,24864,25493,26172,26492,26632
"1497 Hjo","inom 1000 meter från hållplats","samtliga bostäder",3562,3568,3569,3612,3664,3660,3641,3668
"1498 Tidaholm","inom 1000 meter från hållplats","samtliga bostäder",4737,4737,4733,4732,4884,4889,4863,4976
"1499 Falköping","inom 1000 meter från hållplats","samtliga bostäder",12238,12252,12286,12379,12405,12612,12711,12765
"1715 Kil","inom 1000 meter från hållplats","samtliga bostäder",3549,3547,3585,3639,3638,3676,3682,3709
"1730 Eda","inom 1000 meter från hållplats","samtliga bostäder",2382,2389,2421,2432,2691,2667,2671,2668
"1737 Torsby","inom 1000 meter från hållplats","samtliga bostäder",2070,2070,2053,2065,3447,3321,3475,3834
"1760 Storfors","inom 1000 meter från hållplats","samtliga bostäder",1302,1388,1388,1429,1430,1434,1446,1429
"1761 Hammarö","inom 1000 meter från hållplats","samtliga bostäder",6010,6075,6155,6234,6300,6510,6559,6567
"1762 Munkfors","inom 1000 meter från hållplats","samtliga bostäder",1830,1830,1830,1937,1950,1962,1958,1959
"1763 Forshaga","inom 1000 meter från hållplats","samtliga bostäder",4611,4609,4609,4677,4706,4735,4749,4746
"1764 Grums","inom 1000 meter från hållplats","samtliga bostäder",3515,3517,3520,3526,3549,3558,3532,3532
"1765 Årjäng","inom 1000 meter från hållplats","samtliga bostäder",2218,2226,2227,2241,2251,2254,2837,2867
"1766 Sunne","inom 1000 meter från hållplats","samtliga bostäder",3105,3290,3350,3340,3386,3435,3466,3505
"1780 Karlstad","inom 1000 meter från hållplats","samtliga bostäder",43904,44155,44954,45536,46730,47414,48023,48442
"1781 Kristinehamn","inom 1000 meter från hållplats","samtliga bostäder",10001,10104,9361,8513,8537,10580,10595,10627
"1782 Filipstad","inom 1000 meter från hållplats","samtliga bostäder",4285,4289,4290,4296,4300,4278,4291,4230
"1783 Hagfors","inom 1000 meter från hållplats","samtliga bostäder",4127,4142,4142,4168,4688,4746,4732,4727
"1784 Arvika","inom 1000 meter från hållplats","samtliga bostäder",10124,10156,9606,9940,10143,10785,10812,10893
"1785 Säffle","inom 1000 meter från hållplats","samtliga bostäder",5675,6012,5610,5713,5769,5950,5968,5969
"1814 Lekeberg","inom 1000 meter från hållplats","samtliga bostäder",1998,2017,2046,2134,2280,2352,2433,2473
"1860 Laxå","inom 1000 meter från hållplats","samtliga bostäder",1472,1615,2105,2131,1727,1782,1768,1769
"1861 Hallsberg","inom 1000 meter från hållplats","samtliga bostäder",5720,5892,6272,6274,5964,5943,6095,6231
"1862 Degerfors","inom 1000 meter från hållplats","samtliga bostäder",3338,3337,4306,4336,4347,4347,4311,4320
"1863 Hällefors","inom 1000 meter från hållplats","samtliga bostäder",3024,3024,2934,2946,2951,2954,2943,2935
"1864 Ljusnarsberg","inom 1000 meter från hållplats","samtliga bostäder",1799,1838,1838,1806,1834,1846,1845,1844
"1880 Örebro","inom 1000 meter från hållplats","samtliga bostäder",65976,68155,68379,70499,71505,71636,73034,74449
"1881 Kumla","inom 1000 meter från hållplats","samtliga bostäder",8545,8598,8741,8793,8440,8483,8646,8832
"1882 Askersund","inom 1000 meter från hållplats","samtliga bostäder",3010,3253,2986,3164,3178,3166,3284,3285
"1883 Karlskoga","inom 1000 meter från hållplats","samtliga bostäder",14410,14253,14590,14719,14786,14909,14972,14940
"1884 Nora","inom 1000 meter från hållplats","samtliga bostäder",4217,4244,4336,4354,4386,4378,4395,4412
"1885 Lindesberg","inom 1000 meter från hållplats","samtliga bostäder",8373,8375,8425,8536,8647,8672,8673,8671
"1904 Skinnskatteberg","inom 1000 meter från hållplats","samtliga bostäder",1704,1528,1510,1559,1960,1964,1852,1558
"1907 Surahammar","inom 1000 meter från hållplats","samtliga bostäder",4059,4059,2757,3477,3753,4359,4398,3509
"1960 Kungsör","inom 1000 meter från hållplats","samtliga bostäder",3249,3252,3256,3263,3285,3305,3123,3123
"1961 Hallstahammar","inom 1000 meter från hållplats","samtliga bostäder",6667,6727,6139,6193,6202,6235,6176,6975
"1962 Norberg","inom 1000 meter från hållplats","samtliga bostäder",2814,2811,2780,2732,2757,2742,2741,2745
"1980 Västerås","inom 1000 meter från hållplats","samtliga bostäder",65533,66167,66568,68188,70283,71369,72340,73362
"1981 Sala","inom 1000 meter från hållplats","samtliga bostäder",9099,9102,9095,9170,9220,9259,9290,9283
"1982 Fagersta","inom 1000 meter från hållplats","samtliga bostäder",6060,6060,6060,6076,6078,6072,6066,6072
"1983 Köping","inom 1000 meter från hållplats","samtliga bostäder",8929,8933,9014,9013,9043,9052,9056,9092
"1984 Arboga","inom 1000 meter från hållplats","samtliga bostäder",5645,5973,5991,6015,6123,6133,6017,5223
"2021 Vansbro","inom 1000 meter från hållplats","samtliga bostäder",1968,2269,2193,2132,2644,2699,2123,2486
"2023 Malung-Sälen","inom 1000 meter från hållplats","samtliga bostäder",3464,3434,3087,3665,3597,3662,5151,5260
"2026 Gagnef","inom 1000 meter från hållplats","samtliga bostäder",2755,3176,3162,3197,3692,3634,3622,3687
"2029 Leksand","inom 1000 meter från hållplats","samtliga bostäder",5789,6039,6027,6083,6498,6523,5375,5380
"2031 Rättvik","inom 1000 meter från hållplats","samtliga bostäder",4301,4306,4319,4328,4495,4885,4099,4121
"2034 Orsa","inom 1000 meter från hållplats","samtliga bostäder",2773,2822,2746,2815,3455,3342,3442,3436
"2039 Älvdalen","inom 1000 meter från hållplats","samtliga bostäder",1104,1575,1565,1566,2520,2448,2685,2717
"2061 Smedjebacken","inom 1000 meter från hållplats","samtliga bostäder",3780,3946,3966,4115,4113,4593,4555,4543
"2062 Mora","inom 1000 meter från hållplats","samtliga bostäder",8915,8941,9056,9130,9665,9763,9847,9850
"2080 Falun","inom 1000 meter från hållplats","samtliga bostäder",25374,25758,25963,26214,26620,26926,27323,27610
"2081 Borlänge","inom 1000 meter från hållplats","samtliga bostäder",22788,23310,23486,23696,24126,24335,24358,24551
"2082 Säter","inom 1000 meter från hållplats","samtliga bostäder",3673,4042,4044,4044,4490,4495,4582,4016
"2083 Hedemora","inom 1000 meter från hållplats","samtliga bostäder",5895,6316,6374,6521,6993,7007,6992,6673
"2084 Avesta","inom 1000 meter från hållplats","samtliga bostäder",10228,10298,10289,10429,11013,10942,10843,10574
"2085 Ludvika","inom 1000 meter från hållplats","samtliga bostäder",12480,12517,12520,12611,12806,13336,13369,13431
"2101 Ockelbo","inom 1000 meter från hållplats","samtliga bostäder",1549,1549,1549,1551,1556,1564,1569,1592
"2104 Hofors","inom 1000 meter från hållplats","samtliga bostäder",4359,4360,4360,4357,4362,4354,4355,4340
"2121 Ovanåker","inom 1000 meter från hållplats","samtliga bostäder",3532,3626,3634,3657,3852,3708,3773,4016
"2132 Nordanstig","inom 1000 meter från hållplats","samtliga bostäder",3069,3306,3025,3052,3373,3394,3399,3389
"2161 Ljusdal","inom 1000 meter från hållplats","samtliga bostäder",6588,6589,6644,6771,6851,6938,6939,6983
"2180 Gävle","inom 1000 meter från hållplats","samtliga bostäder",46622,46704,47058,48214,48880,49622,49855,50409
"2181 Sandviken","inom 1000 meter från hållplats","samtliga bostäder",17511,17566,17164,17228,17794,17932,17976,17997
